text,label
يا محمد شو هالقصف يا كبير,0
ي رجل كل خنزير كتل+ة,1
أن كفن لا حوى حقيب+ة,0
لم كان تتونسي مع صحب هم متزوج وان باير,1
مشكل+ة يا بوق باني سلبي بسليقتك أحب ان هاجم آخر كي ظهر من جه+ة نفذ ما طلب من مشغليكالمهم م,1
جبران باسيل نكاي+ة رئيس مجلس نائب فنزويلي أيد مادورو حتى لو انزعج أمريكا,0
جبران باسيل ب سن+ة ما جابي كهرب,0
أنت عرف يا أستاذ فادي انو لبنان احلى بلد عالم,0
"سؤال أهل علم
هل جاز ذبح سيسي في عيد أضحى بدل من خروف
ثور+ة عيد أضحى
عيد ثور+ة
أرحل يا سيسي أرحل ياسيسي",1
ندر شل فهم عيال متع+ه مشروب ابوال بعير علاج فقط لكن مرجعي,1
لماذا لم سلم ال صلى الى جهز أمني راوغ في موضوع عاد سلم من عام من ضل,0
ابن مسيار و جهاد,1
قوم فوت نامي,0
تحرش ثقاف+ة أغني+ة أو فيلم أو سكيتش كوميدي أو كاريكاتور,1
ياعم دول+ة شوي خول سعودي مقهور من سيد مصري راب ده قال أكثر من عشر سن+ة,1
عمى ما اجحشك روح أسأل من وزير شأن نازح مين عم س+تلم مال نازح قبل ما تتفلسفي شو نفع إذ بنت حسب نسب+ة جاهل نعق مع كل ناعق,1
ما عطو خو هيئ+ة,0
عند توقع تحليل وسخ إذ صار صييح انج سنتر فقد قو+ة,1
يا جربوع أكثري+ة هي لبتحدد لوووو كفى شهاد+ة عبار+ة شهير كمان شارك شحاد+ة دكن شيخ الكن طيب,1
كان مثل أعلى في لسان أدب كلام انني اعتبر ممثل ممكن أنت تمثيل معلا+ة وزير,0
كلام وزير خارجي+ة جبران باسيل كلام سيادي وطني استحق تحي+ة على شكر صديق على ترجم+ة,0
كل شي زايد معنى نقص طخنت كتير صار مهزل+ة عين عالم عقاب وهاب وهاب قاتل أبو دياب,0
يا زلمي شرف أقرأ تعليق ناس قرف على فرد نغم+ة غي ر,1
كمان أنت سوري لاك قرد ل+اااا,1
حبيب فياض اعترف مقابل+ة تلبفزيونبة بانو زعران حرك+ة أمل كلب يعض+وا,1
فجأ+ة شواط بدا تكلم محسساني كان كاري كابور يااا قومي في شاف ليك شغل غير قال ل شنو شاب ب+كي عشانك سبحان الله عشان عين سخان بس,1
ما دخل في قضي+ة فلسطيني أنت دم عبار+ة عن مزيج ملطخ من أبيك سمسار أرض فلسطيني رحب تطبيع من شاء و حرم عنمن شاء من أنت,1
أين مخلص أين مخلص خالد داوود قال شرف تويت من البرادعى نهارد اه يا خون يا اوساخ اه,1
اوكي خيي بايخ تركتلك هضام الك ههههه,0
أنا بس شاف نديم و أمثالو كيف يحكو عن جبران باسيل تأك د اكترى انو جبران باسيل عم اشتغل صح,0
الله حرام دي تتمنع اومال حنتفرج على مين يا كلب,1
الله على يا روح طم اسرائيل بحر حتى روح ساعد,0
انتي مسخر+ة شرف,1
عنجد يا وهاب أوقات حط اشيا لابصتك بص كل إنسان عرف حال منيح,0
يا رب,0
أتمنى من دول+ة بعد ان صف جرذ جبران باسيل لبناني وزير خارجي+ة لبنان صف دويل+ة قطر وصف مقاطع+ه حصاار ان تم ترحيل ل+بن,1
لي عنى لي أفضل يش كل شعب شاف حالو أفضل لكن بشر بتاكلو تخرو من نفس محل لكن خر من بعض,1
عزيز نهاد قبل أن قام كتاب+ة معلق مدح عثمان على حث إجاب+ة على فضيح+ة جريد+ة خبر مع حكوم+ة جديد و+جب أ,0
غريب أمر هاللبنانيي كيف صاير يتدخ لو أمر وزر يعلموهن شغلن هني في شي مر+ة تدخ لو بأموركن اتركوهن ما عرف اشتغل,0
الله لا رحم بس هي,0
الله لا رحم بس هي,0
تهنئ+ة كان مسلم الذي لايعادون إسلام شوه صور+ة أهل أما أنت قد باع دين غرض من دنيا إلى جهنم بئس مصير,1
تفوووو على سوري جربان مال مال حريص أحرق انتو أهل فلسطين,1
قد كان كما ادعى لكن ل مبدأ واضح مو متل عواهر الي عند,1
أخرب ام بول بعير هذا طلع مسكر أكثر من خمر عرب كثر من شرب بول وش صار ف دنيا بول بعير مسك,1
عم حكى أصول يا رييس,0
خروح مرأ+ه ظهور متبرج نشر+ة خبر احس شي جديد غير مس,1
بس يا باير انتي كمان خلاص بعد كد مسمعش كلم دي,1
مين هالحشرة أرسل وفد هههههههه جد مجنون ان خبر عاشر كاراكاس هذا و قد زار وفد م,1
كل زمان معجز+ة معجز+ة هذا زمان هي استقام+ة في وقت أصبح في كل طريق منحرف,0
ولي هلا مو عرفان هادي يا اجدب يا اما عم يجدب,1
لا أوفى قال وجع شكل لهج جداوي رب الله لا يوري من كثر ضحك طلع خنزير,1
"لا حول لا قو+ة الا الله
اكتئاب ده مرض حقيقي زي زي سرطان كتل+ة لو ما اتعالج لازم تعامل مع موضوع ده جدي ناس ما تكابر خاف من و+صم+ة اجتماعي+ه ذات أهل لو شفت زول مكتئب لازم ود دكتور ده مرض عصبي ما عند علاق+ة درج إيمان مريض
رب رحم صبر أهل",0
ماعلينا من لو هم بوذي سيخ هندوس مسيحي أو اي ديان+ة أخرى إنما عل+ة مصيب+ه طام+ة أكبر ان ودع,0
فعل كل سلف دين,0
مياوم شخص اشتغل كل يوم ضد جبران باسيل,0
أو اكتشف إن نضال مش سهل في تهديد ابتزاز,0
وهاب اتحد ث عن إنجاز يسج ل رئيس عون,0
مو مشكل+ة رفيق رفع روح معنوي و حشد طاق+ة فرض عين على كل مواطن,0
حيا+ة زنخ بس فهم,0
يا حلم تغيير يااااا مش فاكر سمع كلام ده فين قبل كد,0
مال بول بعير,1
الله حمى يا بطل,0
مع حب الك معلا+ة إذ كان في عدل و+جب وضع إمار+ة سعودي قبل قطر قطر كان واجه+ة سعودي+ة,0
صاري كتب شعر يا هتيلة,1
شكل موظف في بار دوح+ة أو قائد لان مستعرب شمال خصوص لبناني مايملكون غير هالمواهب,1
ويكيليكس كشف قديش جبران باسيل عماد عون طلعو أوفياء مقاوم+ة مش متل غير بس هي,0
حريم مع حريم عناد شي ما صار,1
أنت من درز يافيصل تكتبو خضر شعيب وشبعرفني شو نسي نجم+ة خماسي يا ف+لاح يا ضيعجي,1
حضر+ة شو اشتغل قصاب أي قنصلي كوليرا,1
وزير وقف سعودي على حق ربيع عربي كان مؤامر+ة أكبر نفذ تنظيم أخ مسلم تخريب أم+ة هذا موقف قد كان مق,0
أراد حصار قم+ة بيروت في شكل أتى أفضل رب في مضمون شكر رئيس ميشيل عون وزير جبران باسيل إن,0
عهد عمال+ة,0
علاء خواجة هوي الي شترى بلد و ضمير بعض سياسي بلد,0
إن ما آلن اس كل هم وسخ,1
عمى طلع معين المرعبي مش عارف ان شيخ سعد منسق تفصيل مع جبران باسيل موضوع نازح سوريا,0
خنزير مذيع في خنزير,1
عنى تش شعر بدن+ي الله رحم مير مجيد الي عمل هالدار لقاء خلدة دمشقي,0
الله يخصفك خصف خص+ا ياغرد ياابن غرد ملعون جدف,1
جبران باسيل رجل سياسي في اتفق مع في اختلف مع,0
ه اب مشنوق هذا ما و+جب أن فعل قبل مدح عثمان,0
يوم صار عن نفر+ة باسيلفوب كل نهار,0
مبيحبوش شعر أنا ممكن شاف خول سعودي بغى حل مصري,1
نشيخ فعل ضرر لا فعل سن+ة,0
بدا أن صابر نائب رئيس تيار وطني حر نسي رفض تيار سابق توزير نائب تالي جبران باسيل لن كان وزير خارجي+ة في,0
يش دائم شخص منحى بيروحوا بقي مثل جبران باسيل,0
جبران باسيل لان في نشم رائح غير+ة حماس كرام+ة لبنان,0
عند أفكار كتير حلو+ة و خدم حزب,0
لا هندوس,0
مودريتش هيتظبط من صحفي بس جماع+ة أفريقي و اسيو لي م,0
مايقدر رد ابن درزي واطي,1
اي ضحو حال يا كلب سعودي واحد ورا واحد اعلام سعودي قاطع ام تي في,1
صار صغير حكى سياس+ة عقاب وهاب وهاب قاتل أبو دياب,0
سأل الله تعالى أن يبتليك مرض لا عرف ل علاج كان عبر+ة كل من تطاول على إسلام مسلم أخزى الله أذل,1
لوك طلع ولد دافع عن تحرش كان سمع ماسمع شيخ لم قال كد قصد لبس شجع ع,1
هادي تهليل جبران باسيل قال شحد من أمير قطر عفو طلب طلب على اساس يعنل شي نجاح شخصي اعطا قرض بسط على لانو اجيت رزق,0
أنت اقتراح صرماي لواء عثمان سوا سوا,1
إذ قالتلك أول مش طايقتك شو إلو لزوم تانيا,0
منحرف,1
مين قال ما نأسر بيي مين قال ما تفجر بيت مين قال ان عم اخد رأي أساس كول هو قحط من صفح+ة بدل ما تتكامخ,1
ل خلص بقى خلص الله ارحم حال هيدي صف+ة صف+ة معلم قتل جرم إباد+ة جماعي استر على حال ستر الله على يا زلمي,0
يش ماتبي يوسف علا دافع عن السعوديه يوسف علا ادماء قلب قائم ع قنا+ة خنزير+ه على خنزير إيران أنت,1
صراع جبل رسال+ة سوري جنبلاط,0
عنى ةلمسيحي ما يتعاطا مخدر و ما تاجر لكن ابن مستشار جبران باسيل ولي نكمش و طلع واسط+ة من وزير كا,0
كل خنزير عميل صليب,0
روح كول هو عند تكلم عن صدام قف احترام سيد تاج رأس يا ابن متع+ه على غضب الله,1
مجرم جبران باسيل اشتاق الى نعل مجرم حرب بشار أسد,1
خنزير جماع+ة أخ مفلس في غاب+ة خارج إسطانبول قياد+ة راقص بقر إخواني+ة أوكل,1
جبران باسيل بدوي علم أمريكا لندن كيف أدار بلد من دون ميزاني+ة نحن آخر إنتاج عن كان سكوت دبك+ة,0
كس امك ياعار هي عاهر صاقطه شجاب ذولى على بس أنت جماع+ة بول بعير مات من شيع+ه ي,1
طبع كلب معروف مين مقصود,0
انو غريب يوجعك رأس قواتجي عاد+ة يكونو لا راسي,1
كذب سلي مبارح جبران باسيل قال انو معندو مشكل مع إسرائيل انو من حق إسرائيل انو عاش أمان,0
خراس أنت أمثال جبان ثلاث سن+ة أنت ابكم لاتتكلم ما شأن سوريا ام أراد دعم بشار تحظ+ي رضى,1
فزع فزع حمل+ة ريبورت بلوك بغل,1
صباح خير صباح هدوء صباح راح+ة و سكين+ة فطر مغربي على مسبح مغرب أول,0
مصير يا وئام الى مزبل+ة تاريخ أيام بين,1
أعلن بك وزير مصالح+ة علي حيدر باع لادن اي نعم علي حيدر ولي ما بيم على حال باع,0
احتاج أكثر من حذاء,0
سيد طلب أحب بعض ل يقبرني جبران باسيل أنا,0
لان بعد شرب بول بعير انكشف ل مستور ههههههههههه,0
ماتش أفريقي مع بعض متقدرش توقع لي هيحصل في,0
ي قصاري ي باير,1
أنت راجع أستاذ وئام الله رضي على شي تنين كيلو فيلي شوي عامل,0
مثل مثل تعدي ولي موجود على نهر جاهلي+ة صح اللا لا,0
سعودي مش مبطل شتيم بول بعير يقولك شحات عبد مش عارف أي,0
أول ما فتح واتس كل يوم صبح,0
ربح جميل من كيس انو ناوي عمل شغلو,0
شيخ عقل منتخب لا عون لا عهد فشل قادر غير واقع أو نتيج+ة خليك تابع أنت مير تاريخ,0
زوج+ة سيسي ماعندها لايق بدن+ي مثل فرنسي انحنى,0
عن بي ب ميل ل عمر سن,1
هذا مجنون رسمى أو خطط أن أصبح خروف في بعبدا,0
أكبر بلاء على لبنان ثلاث أشخاص هم ميشيل عون طمع رآس شجع صهر معجز+ة جبران باسيل ضعف سعد حريري و,0
يا فهمان دول+ة مش عم أمن مواطن ل+بن,0
عم اشتغل إبن زايد هلق مجبور,0
جريد+ة اخبار وصرمايتنا سوا معنى هيدا كلام من مدرس+ة مدرس+ة صرامي هي تعلم من هيدي جمل+ة,1
هههه ليك مين عم حكى عاهر+ة عند تحاضر عف+ة,1
حلم ان جاز شبيه نسرين طافش خير اللهم اجعل خير,0
طلع ريح+ة,0
كيف كل زمن إله أتباع زقيف إيام إحتلال سوري لبنان كان أشهر ناصر قنديل زال وجود عسكري تبخ,0
تلحس,1
ل أكل لتاكلك هالراس محشي تاب شعير معشش في شلشخون وشي خلع نيع خلع نقص لسان يهرو كل اسنان,1
جبران باسيل هو رئيس ظل في عهد رئيس ميشيل عون ذلك بعد انتهاء ولاي+ة كان ك+أن جرب جبران باسيل في ا,0
دكتور بتاع ماد+ه غير اسئل+ه لي تيجي صمج قال سن+ة حط اسئل جديد في امتحان انهاردة,0
فكر وسخ زي أسلوب,1
"ارتفاع عدد فقير في منطق+ة عربي ب مليون نسم+ة مقارن+ة ب
فقر دول+ة عربي منطق+ة عربي",0
حمد الله كل من عرف تاريخ جزم ابن ست+ون جزم حريمي يامرتزق,1
طول عمر خنزير من خنزير موز كار+ه مصر فرق مصري و+جب تقديم شكوى اتحاد دولي كر+ة الق,1
إقتل زنج,1
ديك لدى لا مستورد لا رومى هو كيلو كام دلوقتى ههههههههههه,0
طز هي اوطان حاكم عميل طز حاكم عربي من محيط الى خليج,1
انتو يا فرد لباس,1
ملعون هو أبو أبو عيلتو أبو اسرائيل على أبو الي بدوي راح ع اسرائيل عمى اوقح من سوري معارض انذل اخون أنا ماشفت ل+اعين+ي راوند,1
ماساكتاش هل تقي صافر+ة مغربي شر تحرش,0
شووو تئول يامعرص هذا حساب حمار ريح+ة زار صخ يابو ريكي,1
"لاعب فريق أجرى عملي+ة أحماء قبل انطلاق مبارا+ة
يلا يا أهلي",0
عزيز نهاد قبل أن قام كتاب+ة معلق مدح عثمان على حث إجاب+ة على فضيح+ة جريد+ة خبر مع حكوم+ة جديد و+جب أ,0
مبتردش سلام على متبرج علشان حرام,1
منور يا ست ست هيدا جمال هيدا حضور طل طل ملك+ة,0
خنزير متجمع,1
بشير قال منتعامل مع شيطان رمل مصلح+ة لبنان أول وين مشكل+ة,0
شو نفع برنامج مسابق+ة طبخ مهما كان إنتاج ضخم إذ الم شاهد ما رح يدوق,0
انتي شو دور حزب صرامي مسؤول شفايف,1
ههههههههه روح اشرب بول بعير نامي ههههههههههههه,1
امال مضايق من تحرش لي بق,1
ما حد مجنون مجرم الا أنت لا غير,1
يا دعدع يا عزيز أرجو من ان تترفع عن تخاطب,0
سلم عبد الله بس صار عند استفاض+ة معجب حو ل,0
كول هو انصرف من هون,1
نائب جهاد صمد وزير جبران باسيل من هلق شو ممنوع مس طائف من استعجل شيء قبل أوان عاقب حرمان,0
عنى لازم كل وقت الك كول هو عمى عين شو أحب تكول هو,1
وش ذو بنت جرائي+ه لي تسوي كذا ياخي مالك شغل الا حريم أنت سكسوك خر,1
نحن نفتخر سماح+ة شيخ نصر دين غريب شيخ عقل طائف+ة موحد درز صاحب يد أبيض اعتز ب ممثل ل في قم+ة عربي,0
هل أمكن عربي اتفاق على خط+ة مشترك استقبال لاجئ سوري كما فعل غير حتى تنتهي مذبح+ة ام ان هذا خارج إطار أخ عربي,0
يا زلمي أنت عند مشكل+ة لازم حل أو انو إنكليزي صعب على,0
متل قص+ة جان جان ولي أعطى ربط+ة خبز جائع باد نحاسب ترك جبران باسيل عمل مليون دولار عمول+ة من باخر+ة,0
ما هذا يادكتور علي خطأ قد وصف بعض غير مغتفر لان في موقع من مسؤول,0
بدء مشرد لاجئ في كندا بريطانيا تحريض سفيه على هجر+ة من وطن,1
هو كان ممكن ياخد بس في شرعي+ة اكتر واحد قال كلم+ة دى في خطاب حافظ مش فاهم هههههههههههههههه,1
لو تحرش بس هو عنى من سن+ة مش كان في تحرش,0
دعو+ة شيخ على ال+قم عملتلو جنبلاط هز راسو هلق بدوي ياخد ثئارو حكوم+ه بدوي عقد حتى انتقم هيدا أول درس ل,0
لا جداء من سد دراس+ة عد+ة أثبت من سن+ة ان سد مضر خسار+ة مالي فادح مع هذا تباهى وزير خارجي+ة نائب,0
معراب خان لبنان معراب خائن معراب سفاه+ة معراب تقلب معراب دم معراب عمال+ة معراب شر معراب و+كر معراب عداء,1
مابدنا حكوم مرتهن أحد نحن أراد حكوم+ة حر قلب قالب,0
جبران باسيل حبيب قلب,0
بعد كلام سماح+ة سيد حسن نصر الله بارح تبين ان كل حمل+ة شيطن+ة وزير جبران باسيل قد سقط,0
كذب يا أيوب كف كذب افتراء حق جبران باسيل,0
هادي ما بدوي خزر زرق بدوي نعل جحش,1
دول+ة ما زال قائم+ة على قانون عثماني عاجز عن محاسب+ة عماد عثماني,0
طب نسب ل قتل ألف اعتقلوهم عذبوهم حتى موت في قسم دول+ة مش هتقولهم حاج لي مات اعتقل دول+ة مصري رضو,0
جدد دول+ة كويت أمام لجن+ة خاص معني إنهاء استعمار دعم مبادر+ة مغربي شأن حكم ذاتي في صحراء ما شكل من خيار بناء هدف توصل إلى حل مقبول بين جميع طرف مع تأكيد على ضرور+ة احترام وحد+ة سياد+ة مغرب,0
يا كلب يا إبن كلب إن بد أقسم طايف ب صوت جايبهون إنتخاب يا خنزير بد أقسم مشيخ+ة عقل لبيطلع إيدك اطلع بإجرك,1
أكيد جبران باسيل أقوى هو من استحق نائب مش متل دفش,0
حصل صحافي تامر كركوت من سوري على ثاني جائز+ة من فئ+ة اعلام إلكتروني لغ+ة عر,0
اسرائيل ربح و حصل على تأييد دولي لان هناك من دعا,0
أهم انو ما أعطى حقار+ة لؤم خساس وجع خلع نيع,1
على اساس أنت دافع عن غاندي انفوخ ل+بن يلا منتسلى لو يا بوق,0
كمش رول+ا ياوئام عطني نصيب أنا رول+ا من مصاري تبع دبي ههههههههههههههههههههههههههههههه,0
انقلاب كسيح قياد+ة خائف من مصير أسود عقاب ل على ما اقترف يد من جريم+ة في حق هذا شعب عظيم رئيس,0
أنت يا عبد ريال منشار رح ضل قال كول هو إرجاع لورا,1
كلب أسود مختلف,1
سد بوز عماد عثمان أشرف من أن تكلم أمثال عن,1
رئيس اتحاد رماي+ة أفريقي في زيار+ة الي قنا+ة سويس جديد,0
أي صوت خر لي سمع دة هههههههه أنت أغنى زي بنت حايح كد ل ههههه و أنت لا صوت و لا شكل كمان أغنى لي يا خروف,1
مش مظفر نائب هي يا فهيم هي فادي عزام إذ عرف ان سارق غباو ينجلط اساس هو ب+هي قصيد+ة,0
فهم لهالحيوان باسيل,1
كول هو خسرتو أرض بين جمهور بعد ما منع قطري من تشجيع جمهور انتو فاشل في كل شئ هم متفوق على في,1
كلب ابن كلب من كلب ام تي في,1
كلب مسيحي سليمان فرنجيه تابع تيار مرد لبناني عم يمشطو جماع+ة منطق+ة مجلي و عرين,1
محاولاتكن فاشل يائس دعو+ة غريب اج بس أن معروف عن مين قدر يحالس شيخ عقل مستوى حضور قم+ة م,0
قرير دقيق جد قول لم أجد في عراق سلاح دمار شامل لايستطيع ان قال لايوجد سلاح دمار شامل,0
سليمان فرنجيه عبار+ة عن كلب مسعور لدى حاس+ة شم قوي جد شم ريح+ة كرسي رئاس+ة لكن لن جلس على أبد تصبحو على خير,1
لا الله رحم دين عجز نتحمل أولى تطلعلنا وحد ثاني,1
أكذوب+ة خالد مئ+ة أعظم محمد بين تزوير أنيس منصور تدليس مسلم,1
شكر ا قطر هيدي ولي يا معفن,1
طيب كول هو و هدي لعب يا أبو بدر خليك صاروخ الي نازل على رأس مجرى ألي تلفحك أنت و اهلك,1
كذ ب سلي ما أنت يا كذب يا بات ب ع ق,1
لو من سطل ما قال هي أن نص بلد من رأي يا سطل,0
ليس شيع+ة يوم الذي انحرف شاع وأ,1
أنا أتمنى سليمان فرنجيه لكن شعور باني جبران باسيل كان رئيس قادم,0
زمان كان رجل فوق خيل حريم تفرج آن صا,0
الله كون كتر خير,0
آخر بول بعير,1
اتلهي,1
جبران باسيل على لعن+ة,1
عماد دين أديب نشر مقال عنوان مصر من يعو ض فاتور+ة مؤلم حرب روسي أوكراني,0
يازينك ساكت جبران باسيل,0
تحي+ة كل امرأ+ة قضى عطل+ة صيفي في ولاي+ة متحد منزل+ي خاص مدين+ة كوزيلندا,0
بس رأى بقاء امريكان عراق كان رح أفاد منطق+ة شكل جزئي فتر+ة ولي صار في ثور+ة كان وقت حد و+أ طائفي مالكي ما قدر داعش تنفش لا شكل بعد حشد شعبي طائفي لا ميليشي شيعي فات سوريا بهالحجم أمكن,0
هذا كلام ليس صحيح نتيج+ة دليل واضح على دخل أهل سياس+ة انظر الى نتيج+ة جيد من ارادوه زور ل علام+ة قانون أخرى,0
عمى عين ماأجحشك لووو,1
تفو على من جمع,1
عثمان فاسد حمى زعيم فاسد آن إناء محاسب+ة فاسد,0
ثاني معلا+ة ههههه,0
جبران باسيل فخر صناع+ة عون+ي باسيلي,0
إعتداء على مشاع دول+ة من قبل ممانع حليف لماذا غض نظر عن يا حامل لواء مكافح+ة فس,0
مو مشكل+ة أبقى تستوردي ابن من يمن ما تهكلي هم,0
أكبر بلاء على لبنان ثلاث أشخاص هم ميشيل عون طمع رآس شجع صهر معجز+ة جبران باسيل ضعف سعد حريري و,0
سوال وجيه,0
ان و إذ ما عملو هي مين بد و أجاب يرتن يذكرن امام ضوء الذي سرق وزير تيار خاص وزير رئيس ملك جبران باسيل,0
أنا مواطن عربي عم بل ش إشعر أحس ن تنموي,0
إرهابي هو بشار أسد و كل مؤيد و داعم قاتل طفل و معذب طفل في سجن نظام سوري إرهابي,0
حرب بين خنزير حوث+ه اتباع إيران,1
مش أحسن من شاف جبران باسيل عم,0
يا عيب شوم على يا كركوز,1
هيدا كلام بس اسف بعض باع ضمير اشترى قل+ة شرف,0
يا محترم احترم كل عالم الا جبران باسيل و بد تطاول عا حبر باسيل بدي اتطاول على,0
فخام وين فخام+ه فخام+ه خروف خروف حول حسن زمير خرفان قطيع خدم+ة فارس+ي صفو+ي+ه انجس ليس في لبنان,1
مفروض بس وزير داخلي حيوان زيهوفر من على رحل سوري حج+ة ولي أخدو ما صار قال ناس لازم راح عالسفارة كان إن ناس أصل كان راح إراد+ة على سفار+ة حتى في تيوس نازل سوريا وثيق+ة سفر,1
أنا مواطن عربي عم بل ش إشعر أحس ن تنموي,0
اللهم من ولي من أمر أم+ة شيء شق على شق+ة على من ولي من أمر أم+ة شيء رفق ب أرفق ب روى مسلم,0
سد,0
كل ذوق اسم يوسف و متل ما لن في صبايا هي كان في صبايا محجب حجاب شرعي كامل لبنان في هي و في هي أن في تعدد طائف+ة,0
دفع ثمن أفعال مجرم لو بعد حين يوم لن نفع مال,0
ما ارضى ع ل خنزير يش تشبهينه في,1
و الله يا رفيق طلعلي حب شاب على حبالي صوتي و أنا عم قال بس فالج شعب تنح لا ينخبز و لا ينعجن,1
مش أنت بسام حلاوى الي شح,0
بس يا ري حد أعطى اسم هالفطحل يللي طلع فكر+ة انو قطاع عام أسكر سبت,0
جبران باسيل عمو ناطر شهاد+ة هني ليعرفو شو يعملو روح شراب ارجيل أنت,0
أراد وطن ولاء شعب حاكم مسؤول وطن أراد وطن أعاد ابن أموال منهوب أنا تشريع قانون استعاد+ة,0
مفاعل نووي ام بحث عن بول بعير,1
معلا+ة وزير ما نسي إن نظام ديكتاتوري دمر نفس ما حاج قطر غير قطر إن دمر ما,0
عماد عثمان قاهر ابواق نظام سوري ل+ما وئام حمار حكى,1
دوري ابطال افريقيا,0
كل مع كان عمر طويل,0
تفوووو على واحد حقير بد خرب أردن متل ما خرب سوريا انتو شعب حقير حقير ملك خط أحمر يا غبي,1
معلا+ة معود عالصرامي صار بد حكى سند و استثمار خليك لا عرف اريحلك,1
توقع مافي خنزير هيئ+ة بشر طلع في اسف,1
أنت يا صرماي يا مجوي من أيم صرماي لبس صرماي,1
"سؤال يخوان
رصيد دا بجيبو من وين بصنعو كيف ما ممكن أعمل واحد رأي",0
أنت طلع كلم+ة من طيزك وصف ورا بعض اعتباطي ف+ل+تر آخذ عقل خر,1
ولع ولع ولع أعطيني شحط عقاب وهاب وهاب قاتل أبو دياب,0
من قبايح تطور ان قاصر أخذ مساح+ة حري+ة في تصرف اختيار,1
من عجيب+ة آخر زمان,0
علاق+ة روحاني مع طرمب متل حريم الي كل يوم تأكل قاتل من جوز و كل يوم قال بكر+ة فرج هل كلب و كل يوم رجع تأكل قاتل من جوز,0
لازم ستر+ة صفر بس مشى حال بس مشكل+ة عند مغص من لون أصفر,0
شعر حلو,0
أنا قال راح الى جهنم بد راح عندو عمى قلب,1
مش قول برسيم عمل عميلوة بوري مقطع ععلشان فهم لكن نتيج+ة تحليل كائن سييساوي متجيبش اكتر من كد,1
مع بشير جميل بس كل يوم كل ساع+ة مع جبران باسيل من و ضيف صار ازمل,0
من معلم مين دعس على رأس انتي سعد حريري لح ضل دعس على رأس,1
الله محيي أصل يا أستاذ وئام,0
ليلي داوود بس بد تطولي لسان ع رءيس جمعوريه رمل مملك+ة بول بعير سمى لين مملك+ة عونسنان,1
نظف من نظاف+ه مش نضف وين دارس مش عيب لي شرب بول بعير علم لو,0
كيف عنى حرم رئيس حريري علم قياد+ة أكبر غاب عن هيدا مؤتمر ما في حريري و مثل وفد,0
صانع فتن+ة استفز إنجاز لواء عثمان ماذا عن تبليط بحر,0
أنت ما جاوب عالسؤال وهاب ماذا عن ثرو+ة يا لو توحيد,0
جبران باسيل فاشل سياس+ة صبي مغرور ادعى ان ذكي لايفكر ما قال مستوى وتصرفاتهفضيحة حق لبنان,0
نهاي+ة قرب كلب مات خنزير,1
روسي مفروض ينشهروا وقاح+ة مو بال دك,1
اتهم أهل جزير+ه همجي+ه تخلف شرب بول بعير هم ضاهى عالم همجي وحشي+ة,1
لا نظر+ة دايم متحرش مبعد كل نظر عن وش أسباب تحرش و يش تحرش ما ابرر ل لا غير لكن,1
علي ملازيم إن شفت واحد خاطب من أبول على شارب أن خنزير مثل,1
شكل مقروط يا صرماي,1
أنت كون زلمي أول أو رجل أو شي نوع من جنس ادام ما تتخبا حساب وهمي رجاع تعا هور قلل اخلاق,1
طز في و لقاء تبعكن لقاء وبش و قطاع طريق إن دعا شيخ عقل إقطاع ارسلاني هو دخل شأن طائف+ة الم,1
بس على شيع+ة,0
أتباع مسيح دجال يصايحون عشان كفر ملاعيىىن,1
مثل ما سعاد+ة سفير بنى علاق+ة السعوديه لبناني,0
بص ياحي من امبارح قال صور+ة مفبرك استدلال فاسد مافيش فايد في عقل خنزير اللي أنت حاط عاوز قارن ها,0
مقاطع+ة نستله وين تعاوسه عن هالوسم لا ما تحرك مشعر و أثار أعصاب الا بنت متبرج عباي أبيض,1
صور عاري اجسام بنت مقطع منحرف شهد على إصبع يوم قيام+ة كفى استهان+ة قالجنة أغلى,0
علاء خواجة أصل مثل أقر عبراني ما عرف أقر عربي,0
واضح إن تكذبوها ع سالف ان حريم قعد أرض لا أنا فهم غلط درعم,1
أيد قائد اتحاد أوربي أسبوع ماضي بداي+ة مفاوض+ة رسمي مع نظام مصري حول أزم+ة لاجئ هدف مفاوض+ة هو ا,0
شو وايك حط صرماي عتيق نص حنك أنت كمان ما حد خائن غير سلال+ة قرد اسدي باعو بلد صهيوني إيراني مجوسي,1
فعل صور+ة نم عن واقع عالم عربي مخزي,0
هههههههه لا كلم+ة زعلان ع بشار قذافي مبارك تخب ط فكري ما وئام ما قبض غر د سل ين,0
كل واحد حكى أصلو شكر الك,0
واحد سرسري مثل مايسترجي أجاب سير+ة السعوديه على لسان واحد وسخ من مزابل لبنان تكلم على السعوديه لا ت,1
الله عظيم أنتم فعل أكبر اكذوب أغبى من كذا ما في ي,1
الله تحي شوي لووو عن جد ل تحوا مات اساس لو في عن دول+ة كان أمثال مجرد من حق مدني,0
فاز جواز سفر سوري جائز+ة آخر جواز سفر عالم شقيق عراقي باكستاني ال+أفغانستان+ي هللويا الله أكبر,1
أنا أكيد انو حق على مهندس جبران باسيل و ما بد تنين يحكو في و لا نقاش,0
أنت شو حلم يا حمار بقي صبي عند طال منشارو,1
شعب تسو+ا صرامي,1
شو حلو لو منربط لسان سلك كهرب بس مش من لبنان من دول+ة شقيق كان في كهرب+ا أخلى ف+ولتا,1
طيب سعودي+ة شو عمل ما دعم إرهاب ب سوريا أنت آخر طل عم مدح لماذا كيل مكيل,0
